Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1949,,2020/12/23,favorites,favorites (#13),read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",5,4.10,Simon & Schuster Audio,Audio CD,16,2017,2017,2020/01/01,2020/12/23,favorites,favorites (#12),read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",5,4.44,Penguin Books,Paperback,601,2002,1952,2020/12/29,2020/12/23,favorites,favorites (#11),read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2020/01/01,2020/12/23,favorites,favorites (#10),read,,,,1,0
395233,The Letters of Vincent van Gogh,Vincent van Gogh,"Gogh, Vincent van","Ronald de Leeuw, Arnold J. Pomerans","=""0140446745""","=""9780140446746""",5,4.08,Penguin Classics,Paperback,528,1998,1914,,2020/12/29,favorites,favorites (#9),read,,,,1,0
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",5,4.16,Vintage,Paperback,236,1999,,2021/09/24,2021/01/05,favorites,favorites (#8),read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",5,4.30,Dial Press Trade Paperback,Paperback,448,2005,1982,2021/07/19,2021/07/01,favorites,favorites (#7),read,,,,1,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",5,3.98,Vintage,Paperback,325,2004,1987,2021/07/13,2021/04/22,,,read,"A beautiful and masterful book - a real, raw account of life through Morrison's powerful poetic voice. Even if only based partly on a true story, it still carries the heavy weight of love: the freedom to choose to love, and the devastation of death to the loved. <br/><br/>Three-dimensional, almost four-dimensional, portrayal of the horrors and inhumanity of slavery, with characters who are so real and so humanized by Morrison.<br/><br/>Morrison pulls on the heavy dilemma to love that (I think) we all feel: the fear that what we love will be broken by the world, scaring us into not wanting to love at all—to not get too attached to parts of this beautiful life, so that when they inevitably fail we won't be dragged down with them.  <br/><br/><blockquote><br/>""Risky ... for a used-to-be slave woman to love anything that much was dangerous. Especially if it was her children she had settled on to love.<br/><br/>The best thing he knew was to love everything just a little bit. Just a little bit. <br/><br/>So when they broke its back, or shoved it down a sack, then you'd still have a little love left over for the next one.""<br/></blockquote><br/><br/>But, I want to say thank you to this book. It is really, really powerful. Morrison coaxes the desire, the courage, to love out of the reader again after these 10 hours (I listened to it as an audiobook. Highly recommend, because the author herself reads it with an energy no one else could). <br/><br/>It's our choice to love. And life is beautiful, waiting to be beloved. ",,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",5,4.03,Vintage International,Paperback,123,1989,1942,2021/10/12,2021/04/29,favorites,favorites (#6),read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/07/01,favorites,favorites (#5),read,,,,1,0
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""""","=""""",5,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2021/07/01,favorites,favorites (#4),read,,,,1,0
22232,"Stargirl (Stargirl, #1)",Jerry Spinelli,"Spinelli, Jerry",,"=""0439488400""","=""9780439488402""",5,3.77,Scholastic,Paperback,186,2002,2000,,2021/10/27,favorites,favorites (#3),read,,,,1,0
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",5,3.83,Abacus,Paperback,273,2000,1999,2021/07/21,2021/07/21,favorites,favorites (#2),read,,,,1,0
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",,"=""1580493882""","=""9781580493888""",4,3.68,"Prestwick House, Inc.",Paperback,80,2005,-441,2021/10/10,2022/01/01,,,read,,,,1,0
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",0,3.73,Doubleday,Hardcover,369,2013,2013,,2022/01/04,to-read,to-read (#141),to-read,,,,0,0
869416,Mary Cassatt: A Life,Nancy Mowll Mathews,"Mathews, Nancy Mowll",,"=""0300077548""","=""9780300077544""",0,4.01,Yale University Press,Paperback,400,1998,1998,2021/07/15,2021/07/05,given-up-or-done-with,given-up-or-done-with (#6),given-up-or-done-with,,,,1,0
355190,Orientalism,Edward W. Said,"Said, Edward W.",,"=""""","=""""",0,4.13,Vintage,Paperback,424,2003,1978,2021/08/19,2021/03/06,,,read,,,,1,0
3339527,All Art is Propaganda: Critical Essays,George Orwell,"Orwell, George","George Packer, Keith Gessen","=""0151013551""","=""9780151013555""",0,4.22,Houghton Mifflin Harcourt,Hardcover,374,2008,1941,2021/08/14,2021/06/28,"to-read, tr-hopefully-soon","to-read (#73), tr-hopefully-soon (#1)",to-read,,,,2,0
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,"Wallace, David Foster",,"=""0316925284""","=""9780316925280""",4,4.13,Back Bay Books,Paperback,353,1998,1997,2021/12/28,2021/11/25,,,read,,,,1,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,4.09,Penguin Books,Paperback,560,2003,2002,,2021/12/24,to-read,to-read (#140),to-read,,,,0,0
76889,100 Selected Poems,E.E. Cummings,"Cummings, E.E.",,"=""0802130720""","=""9780802130723""",0,4.28,Grove Press,Paperback,121,1994,1923,,2021/12/23,to-read,to-read (#139),to-read,,,,0,0
8779896,The Monkey's Paw,W.W. Jacobs,"Jacobs, W.W.",,"=""1583419195""","=""9781583419199""",0,3.84,Creative Educ,Library Binding,32,2010,1902,,2021/12/19,to-read,to-read (#138),to-read,,,,0,0
542639,The Shock of the New,Robert Hughes,"Hughes, Robert",,"=""0500275823""","=""9780500275825""",0,3.74,Thames & Hudson,Paperback,448,1991,1980,,2021/12/16,to-read,to-read (#136),to-read,,,,0,0
50351108,The House of the Spirits,Isabel Allende,"Allende, Isabel",,"=""""","=""""",5,4.30,Washington Square Press ,Kindle Edition,504,2015,1982,,2021/09/18,,,read,"It was a real pleasure to see how truthfully Allende mirrored our 'real' world with the world of spirits. To describe how impactful this was for me, I need to steal a quote from Alan Watts' The Way of Zen:<br/><br/><blockquote><b>Every positive statement about ultimate things must be made in the form of myth, of poetry.</b> What can be described and categorized must always belong to the conventional realm.</blockquote><br/><br/>This book certainly makes many statements about 'ultimate things.' I don't think I can put many of these things into words, but I want to try: to me this book was about the flow of life, the impact of recorded history, and the futile, yet inevitable, conflicts between the social strata that humans divide themselves into.<br/><br/>This last thing caused me the greatest inner turmoil (which is good - thank you, Sra. Allende, for making me uncomfortable and helping me think a little more about my own place in society). The book is told from the perspective of a bourgeoisie upper class family, which was all nice and lovely to read at first because I felt safe in the lavish luxuries that the characters enjoy - no danger of conflict or poverty yet. It's nice to (inevitably) empathize a little with the characters and pretend that you are the one building a massive villa with expensive furniture and a beautiful garden. However, once Esteban Trueba's empire starts to crumble and the revolt of the people occurs, the story swerves rapidly toward uncertainty and feelings of weakness, danger, and pain - it deepens, and here is where it left its mark on me.<br/><br/>You see Trueba reduced to a powerless old man, suffering a bitter loss of the wealth, connections, and political power he spent a lifetime amassing. At the end of the day he is just as desperate as any one of his tenants, whom he abused and treated like stupid animals. All he wants is the safety of his granddaughter Alba - love, at the end of the day, triumphed over all of the riches that he poured his blood and sweat into over the course of his life. So we really are all just the same. Peasants aren't stupid animals and patróns aren't magically elevated to the status of supreme, intellectual beings.<br/><br/>Ultimately, Allende reveals is no need for frustration, or hatred, or any hard feelings, at the way that events play out. Inner peace returns. Everything is part of the design created by the universe. And it is inevitable that one person's part in this design is crueler than others.<br/><br/><blockquote>""Esteban García is a part of the design. He is a crude, twisted line. <b>But no brushstroke is in vain.</b>""</blockquote><br/><br/>This book was a pretty refreshing treat to listen to. Even though it covers horrific torture and violent deaths, it still twinkles with spontaneity, fun, and a real, honest love of the world. This is what really brought the spirits to Clara del Valle Trueba - and to this wonderful book.<br/><br/><blockquote>""She did not believe that the world was a valve of tears, but rather a joke that God had played. And it was idiotic to take it seriously if he himself never had.""</blockquote>",true,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,2021/12/10,2021/11/16,,,read,,,,1,0
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""0316156116""","=""9780316156110""",4,4.18,"Little, Brown and Company",Hardcover,343,2005,2005,2021/11/27,2021/07/01,,,read,,,,1,0
5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"Wallace, David Foster",,"=""0316068225""","=""9780316068222""",0,4.47,"Little, Brown and Company",Hardcover,138,2009,2009,,2021/11/27,to-read,to-read (#134),to-read,,,,0,0
17265206,The Boss (McSweeney's Poetry Series),Victoria Chang,"Chang, Victoria",,"=""1938073584""","=""9781938073588""",0,4.08,McSweeney's,Hardcover,64,2013,2013,,2021/11/23,to-read,to-read (#133),to-read,,,,0,0
53029244,Obit,Victoria Chang,"Chang, Victoria",,"=""1556595743""","=""9781556595745""",0,4.25,Copper Canyon Press,Paperback,113,2020,2020,,2021/11/23,to-read,to-read (#132),to-read,,,,0,0
6321411,Something Incredibly Wonderful Happens: Frank Oppenheimer and the world he made up,K.C. Cole,"Cole, K.C.",,"=""0151008221""","=""9780151008223""",0,4.23,Mariner Books,Hardcover,416,2009,2009,,2021/06/28,"to-read, tr-hopefully-soon","to-read (#72), tr-hopefully-soon (#8)",to-read,,,,0,0
43685241,Life for Sale,Yukio Mishima,"Mishima, Yukio",,"=""0241333148""","=""9780241333143""",0,3.71,Penguin Classics,Paperback,192,2019,1968,,2021/06/27,to-read,to-read (#59),to-read,,,,0,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.17,Penguin Books Ltd,Paperback,246,2000,1962,,2021/06/15,"to-read, tr-hopefully-soon","to-read (#57), tr-hopefully-soon (#7)",to-read,,,,0,0
34623128,The Autobiography of Gucci Mane,Gucci Mane,"Mane, Gucci",Neil Martinez-Belkin,"=""1501165321""","=""9781501165320""",0,4.09,Simon Schuster,Hardcover,304,2017,2017,,2021/04/25,"to-read, tr-hopefully-soon","to-read (#49), tr-hopefully-soon (#6)",to-read,,,,0,0
376579,The Andy Warhol Diaries,Andy Warhol,"Warhol, Andy",Pat Hackett,"=""0446391387""","=""9780446391382""",0,3.93,Grand Central Publishing,Paperback,807,1991,1989,,2021/07/09,"to-read, tr-hopefully-soon","to-read (#102), tr-hopefully-soon (#5)",to-read,,,,0,0
866739,Yoshitomo Nara: Nothing Ever Happens,Kristin Chambers,"Chambers, Kristin","Yoshitomo Nara, Jill Snyder, Larry Gilman","=""1880353253""","=""9781880353257""",0,4.19,"Museum of Contemporary Art, Cleveland",Paperback,96,2008,2003,,2021/11/03,to-read,to-read (#131),to-read,,,,0,0
846984,"Love, Stargirl (Stargirl, #2)",Jerry Spinelli,"Spinelli, Jerry",,"=""0375913750""","=""9780375913754""",4,3.82,Knopf Books for Young Readers,Library Binding,288,2007,2007,,2021/10/27,,,read,,,,1,0
439173,Frindle,Andrew Clements,"Clements, Andrew",Brian Selznick,"=""0689818769""","=""9780689818769""",5,3.85,Atheneum Books for Young Readers,Paperback,105,1998,1996,,2021/10/27,,,read,,,,1,0
205190,The Memoirs of Elias Canetti: The Tongue Set Free/The Torch in My Ear/The Play of the Eyes,Elias Canetti,"Canetti, Elias",,"=""0374527148""","=""9780374527143""",0,4.43,"Farrar, Straus and Giroux",Paperback,840,2000,1990,,2021/10/09,"to-read, tr-hopefully-soon","to-read (#129), tr-hopefully-soon (#4)",to-read,,,,0,0
79917,Crowds and Power,Elias Canetti,"Canetti, Elias",Carol Stewart,"=""0374518203""","=""9780374518202""",0,4.06,"Farrar, Straus and Giroux ",Paperback,495,1984,1960,,2021/10/09,to-read,to-read (#130),to-read,,,,0,0
8043651,Moonlight Shadow,Banana Yoshimoto,"Yoshimoto, Banana",Giorgio Amitrano,"=""8858851056""","=""9788858851050""",0,4.07,Feltrinelli,Kindle Edition,48,2012,2012,,2021/10/08,to-read,to-read (#128),to-read,,,,0,0
58188742,How to Live: 27 conflicting answers and one weird conclusion,Derek Sivers,"Sivers, Derek",,"=""""","=""""",0,4.18,Hit Media,Hardcover,115,2021,2021,,2021/10/06,to-read,to-read (#127),to-read,,,,0,0
57190758,A Carnival of Snackery: Diaries 2003-2020,David Sedaris,"Sedaris, David",,"=""9780316558""","=""""",0,4.21,"Little, Brown  Company",Hardcover,566,2021,2021,,2021/10/06,to-read,to-read (#126),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2021/10/04,to-read,to-read (#125),to-read,,,,0,0
587138,"The Monster, and Other Stories",Stephen Crane,"Crane, Stephen",,"=""1402178980""","=""9781402178986""",0,3.73,Adamant Media Corporation,Paperback,226,2005,1898,,2021/10/04,to-read,to-read (#124),to-read,,,,0,0
9833,"Blind Willow, Sleeping Woman",Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Jay Rubin","=""1400044618""","=""9781400044610""",4,3.83,Knopf,Hardcover,334,2006,2006,2021/07/16,2020/12/23,,,read,"Perfect kaleidoscope of Murakami—a collection with a nice, wide scope of variety. These stories are a beautiful escape into the world he creates.<br/><br/>I read this book before bedtime over the span of almost five months (I'm really sorry for taking so long, dear public library), so some of the stories have already slipped my mind by the time I'm writing this review. <br/><br/>Which is a good thing, since the really beautiful and truthful ones have inevitably still stuck - making it a lot easier for me to pick them out and write about them! <br/><br/><b>Here are the standout stars for me:</b> (In general chronological order) <br/><br/>- Hunting Knife <br/>- Dabchick<br/>- The Year of Spaghetti <br/>- Fireflies (only pt. 1) <i> I'd already read this story in After the Quake, so I remembered the beginning very strongly and loved reading it again - however, I'd completely forgotten how it ended because the ending was a little too contrived/fragile, and not impactful :( </i><br/>- The Kidney-Shaped Stone That Moves Every Day <br/>- A ""Poor Aunt"" Story <br/><br/>I'll write individual Goodreads listing reviews on each of the stories I found meaningful, since compiling them all here would make this review painfully long. <br/><br/><b>Stories that I liked:</b> (but that didn't really stick in my mind as strongly) <br/>-Blind Willow, Sleeping Woman <br/>-A Perfect Day for Kangaroos <br/>-Nausea 1979<br/>-Tony Takitani<br/>-The Rise and Fall of Sharpie Cakes<br/>-The Ice Man <br/>-Crabs <br/>-Chance Traveler<br/>-Where I'm Likely to Find It <br/>-A Shinagawa Monkey <br/><br/><b>Stories I did not enjoy:</b> <br/><br/>-Fireflies (pt. 2 - the ending) <br/>        <i> Strangely abrupt and too heavy on the symbolism of the 'firefly;' its unnaturalness (contrary to how Murakami's stories usually flow naturally) made it unenjoyable for me</i><br/>-Hanalei Bay <br/>        <i>  This story also had a strange cadence that did not sit right with me. Time passed very unnaturally (e.g. ten years flash by in a single sentence), and to me the story was quite bland except for the few parts with important symbolism, which unfortunately felt too intentional to be impactful. Not really much of the usual mystique found in Murakami's stories. </i><br/><br/><b> Stories that I've already forgotten:</b> (so I think they could be considered mediocre) <br/>-Birthday Girl <br/>-New York Mining Disaster <br/>-Airplane: Or, How He Talked to Himself as If Reciting Poetry <br/>-The Mirror <br/>-A Folklore for My Generation: A Pre-History of Late-Stage Capitalism <br/>-Man-Eating Cats <br/>-The Seventh Man <br/><br/><b> Final thoughts: </b><br/>Even though the number of standout stars was much smaller than the total number of stories (& there were quite a few mediocre ones), I'm still tipping the overall rating towards the positive side: 4 stars! (Even though the average of all these individual story ratings would probably be 3 stars) <br/><br/>Reading this book (& a few stories in particular) still helped change my mind. It helped me discover powerful universal truths, hidden in the strange stories of tightrope-walking or cooking spaghetti. There were definitely several times when I put the book down to quickly dump thoughts/revelations into my notebook, feeling real, and visceral, connection to the message of a story. <br/><br/>And finally, here's one of the quotes that was most powerful to me: <br/><blockquote>Everything has its 'reasons' ... We just don't notice as we go about our lives. But then at some point we are made to notice ... it rocks you ... Everything, including a stone, knows everything that's inside you ... And all we can do is go with those things. As we take them in, we survive, and deepen.</blockquote><br/>- <i>from</i> ""The Kidney-Shaped Stone That Moves Every Day""",,,1,0
53308149,Let Me Tell You What I Mean,Joan Didion,"Didion, Joan",,"=""059331848X""","=""9780593318485""",3,3.84,Knopf,Hardcover,149,2021,2021,2021/07/30,2021/06/18,,,read,"Out of all the short stories in this collection:<br/><br/><i>True standout star stories that I would have rated 5 stars separately:</i><br/>""Why I Write"" <br/>""A Trip to Xanadu"" <br/><br/><i>4 stars:</i> <br/>""Telling Stories"" <br/>""Pretty Nancy"" <br/><br/>Honestly all the others were just pretty good, though Joan Didion writes with a natural and arresting voice that feels so <i>real</i>.  The only story I did not enjoy was “Everywoman.com.” <br/><br/>""Why I Write"" especially changed the way I approach my own writing now. It's such a beautiful, naturally flowing story that tugs on emotions and experiences that I know from my own past - seeing myself in Didion's words was wonderful. (& maybe altered the course of my writing trajectory forever, delivering a much-needed slight shift?) It’s so chock-filled with pinnacle-of-truth advice that I wanted to highlight whole entire pages. <br/><br/>I’d rate Joan Didion's masterful writing 5 stars, but unfortunately I have to rate the book overall only 3 stars because it feels like a pretty miserly grab for profit. The type spacing/margins felt quite weird - much too large, probably just trying to stretch out the short text into a sellable ""book-length"" thing. So future buyers beware, I guess.<br/><br/>Overall though, I'm glad I found this little book squished on a shelf at my local bookstore and took it home with me. That one story ""Why I Write"" was, at the moment in my life when I read it, exactly what I needed to prepare myself for the mountain of essay-writing that awaits me in these next few weeks. So honestly, those 12 thin book pages have redeemed the $24.99 price tag for this tiny little book.<br/><br/>(there’s another pro to this book though: I learned 17 new words while reading this because Joan Didion has the most awesome vocabulary!)<br/><br/><blockquote>""I write entirely to find out what I'm thinking, what I'm looking at, what I see and what it means. <br/>What I want and what I fear.""<br/> <i>from ""Why I Write""</i> </blockquote>",,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.81,Harvest Books,Paperback,209,1989,1927,,2021/10/04,to-read,to-read (#123),to-read,,,,0,0
57178201,Murakami T: The T-Shirts I Love,Haruki Murakami,"Murakami, Haruki",,"=""0593320425""","=""9780593320426""",0,3.55,Knopf,Hardcover,192,2021,2020,,2021/10/01,to-read,to-read (#122),to-read,,,,0,0
920607,The Arrival,Shaun Tan,"Tan, Shaun",,"=""""","=""""",4,4.35,Lothian Books,Hardcover,132,2007,2007,,2021/05/13,,,read,,,,1,0
6454477,The Red Book: Liber Novus,C.G. Jung,"Jung, C.G.","Sonu Shamdasani, Mark Kyburz, John Peck, Ulrich Hoerni","=""0393065677""","=""9780393065671""",0,4.50,W. W. Norton & Company,Hardcover,371,2009,2009,,2021/08/10,to-read,to-read (#121),to-read,,,,0,0
160313,Selected Stories,Robert Walser,"Walser, Robert","Christopher Middleton, Susan Sontag","=""0940322986""","=""9780940322981""",0,4.09,NYRB Classics,Paperback,252,2002,1917,,2021/08/09,to-read,to-read (#120),to-read,,,,0,0
12468,The Executioner's Song,Norman Mailer,"Mailer, Norman",,"=""0375700811""","=""9780375700811""",0,4.05,Vintage,Paperback,1056,1998,1979,,2021/07/31,"to-read, tr-hopefully-soon","to-read (#117), tr-hopefully-soon (#2)",to-read,,,,0,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,3.82,Arrow Books,Paperback,293,2004,1929,,2021/07/30,to-read,to-read (#116),to-read,,,,0,0
259020,The Golden Bowl,Henry James,"James, Henry","Gore Vidal, Patricia Crick","=""0140432353""","=""9780140432350""",0,3.77,Penguin Books,Paperback,591,1985,1904,,2021/07/30,to-read,to-read (#115),to-read,,,,0,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",5,4.19,Ecco/Harper Perennial,Paperback,312,2007,2000,,2021/07/28,,,read,,,,1,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.27,ALLEN LANE,Hardcover,480,2018,2018,,2021/01/01,given-up-or-done-with,given-up-or-done-with (#7),given-up-or-done-with,,,,0,0
40605329,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,"Stewart, Trenton Lee",,"=""0316032115""","=""9780316032117""",4,4.20,"Little, Brown Books for Young Readers",Kindle Edition,497,2008,2007,,2021/05/03,,,read,,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2021/07/01,given-up-or-done-with,given-up-or-done-with (#5),given-up-or-done-with,,,,0,0
935904,Japonisme: Cultural Crossings Between Japan and the West,Lionel Lambourne,"Lambourne, Lionel",,"=""0714847976""","=""9780714847979""",0,4.39,Phaidon Press,Paperback,240,2007,2005,,2021/03/16,given-up-or-done-with,given-up-or-done-with (#2),given-up-or-done-with,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2021/07/01,given-up-or-done-with,given-up-or-done-with (#4),given-up-or-done-with,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2020/12/23,given-up-or-done-with,given-up-or-done-with (#1),given-up-or-done-with,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/12/23,given-up-or-done-with,given-up-or-done-with (#3),given-up-or-done-with,,,,0,0
19189080,The $12 Million Stuffed Shark: The Curious Economics of Contemporary Art,Don   Thompson,"Thompson, Don",,"=""""","=""""",0,3.87,St. Martin's Press,Kindle Edition,281,2012,2008,,2021/07/26,to-read,to-read (#114),to-read,,,,0,0
164710,Life and Death in Shanghai,Nien Cheng,"Cheng, Nien",,"=""000654861X""","=""9780006548614""",0,4.33,Flamingo,Paperback,512,1995,1986,,2021/07/21,to-read,to-read (#113),to-read,,,,0,0
818844,I Love Dollars And Other Stories of China,Zhu Wen,"Wen, Zhu",Julia Lovell,"=""0231136943""","=""9780231136945""",0,3.21,Columbia University Press,Hardcover,256,2007,2007,,2021/07/21,to-read,to-read (#112),to-read,,,,0,0
34958096,Things We Lost in the Fire,Mariana Enriquez,"Enriquez, Mariana",Megan McDowell,"=""1846276357""","=""9781846276354""",0,4.03,Granta Publications,Kindle Edition,211,2017,2016,,2021/07/21,to-read,to-read (#111),to-read,,,,0,0
43715643,Fragments of an Infinite Memory: My Life with the Internet,Maël Renouard,"Renouard, Maël",Peter Behrman de Sinéty,"=""1681372819""","=""9781681372815""",0,3.79,New York Review of Books,Kindle Edition,223,2021,,,2021/07/21,to-read,to-read (#110),to-read,,,,0,0
34355387,The Years,Annie Ernaux,"Ernaux, Annie",Alison L. Strayer,"=""""","=""""",0,4.16,Seven Stories Press,Paperback,256,2017,2008,,2021/07/21,to-read,to-read (#109),to-read,,,,0,0
35259555,"The Dolphin Letters, 1970-1979: Elizabeth Hardwick, Robert Lowell, and Their Circle",Elizabeth Hardwick,"Hardwick, Elizabeth","Robert Lowell, Saskia Hamilton","=""0374141266""","=""9780374141264""",0,4.28,"Farrar, Straus and Giroux",Hardcover,560,2019,,,2021/07/21,to-read,to-read (#108),to-read,,,,0,0
53969,The Feast of the Goat,Mario Vargas Llosa,"Llosa, Mario Vargas",Edith Grossman,"=""0571207766""","=""9780571207763""",0,4.35,Faber and Faber,Paperback,475,2003,2000,,2021/07/18,to-read,to-read (#107),to-read,,,,0,0
53925,The War of the End of the World,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""0571139612""","=""9780571139613""",0,4.25,Faber Faber Inc,Paperback,568,1986,1981,,2021/07/18,to-read,to-read (#106),to-read,,,,0,0
70241,Crash,J.G. Ballard,"Ballard, J.G.",,"=""0312420331""","=""9780312420338""",0,3.60,Picador,Paperback,224,2001,1973,,2021/07/18,to-read,to-read (#105),to-read,,,,0,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2021/07/18,to-read,to-read (#104),to-read,,,,0,0
